,item_id,dept_id,cat_id,state_id,price,year,sale_perday,price_change,sale_change,elasticity,level,revenue,LB_price,UB_price,opti_price,optimized_units,optimized_revenue
2,HOBBIES_2_001,HOBBIES_2,HOBBIES,CA,5.96999979019165,2012,1.1568627450980393,0.05291000173915217,0.028322440087146017,-0.5352946353465733,Inelastic Demand,6.906470345515832,2.984999895095825,8.954999685287476,8.561368412092136,0.8880625334343595,7.603030521707442
5,HOBBIES_2_001,HOBBIES_2,HOBBIES,CA,5.46999979019165,2014,1.1,-0.08375209674571005,0.03888888888888897,-0.4643333170149073,Inelastic Demand,6.016999769210816,2.734999895095825,8.204999685287476,8.204999685287476,0.844616675641801,6.930079557829531
7,HOBBIES_2_001,HOBBIES_2,HOBBIES,CA,4.46999979019165,2015,1.0,-0.18281536350204564,-0.1200000000000001,-0.6563999748229987,Inelastic Demand,4.46999979019165,2.234999895095825,6.704999685287476,5.639936526669665,0.8281998925248844,4.6709948252349855
10,HOBBIES_2_001,HOBBIES_2,HOBBIES,TX,2.9700000286102295,2011,1.0,-0.4570383651685349,-0.09589041095890405,-0.20980823113951066,Inelastic Demand,2.9700000286102295,1.4850000143051147,4.455000042915344,4.455000042915344,0.8950958844302447,3.987652203550088
11,HOBBIES_2_001,HOBBIES_2,HOBBIES,TX,5.670000076293945,2011,1.1111111111111112,0.9090909163886922,0.11111111111111116,-0.12222222124107589,Inelastic Demand,6.3000000847710504,2.8350000381469727,8.505000114440918,8.505000114440918,1.0432098770882912,8.872500124021812
13,HOBBIES_2_001,HOBBIES_2,HOBBIES,TX,5.96999979019165,2012,1.2272727272727273,0.05291000173915217,0.15289256198347112,-2.889672216176364,Elastic Demand,7.326817924326116,2.984999895095825,8.954999685287476,4.0179890122634365,2.386844302878352,9.5903141829488
16,HOBBIES_2_001,HOBBIES_2,HOBBIES,TX,5.46999979019165,2014,1.0784313725490196,-0.08375209674571005,0.03154305200341012,-0.37662402768472564,Inelastic Demand,5.8990193815792304,2.734999895095825,8.204999685287476,8.204999685287476,0.8753497889935302,7.182244743208374
20,HOBBIES_2_001,HOBBIES_2,HOBBIES,WI,5.670000076293945,2011,1.0,0.03656312500430414,-0.05952380952380942,-1.6279737991980279,Elastic Demand,5.670000076293945,2.8350000381469727,8.505000114440918,4.5764284619443885,1.3139869332896768,6.013367200129899
22,HOBBIES_2_001,HOBBIES_2,HOBBIES,WI,5.96999979019165,2012,1.1851851851851851,0.05291000173915217,0.03059581320450877,-0.5782614288192053,Inelastic Demand,7.075555306893808,2.984999895095825,8.954999685287476,8.147025620826167,0.9352659372633665,7.619635553170645
25,HOBBIES_2_001,HOBBIES_2,HOBBIES,WI,5.46999979019165,2014,1.1904761904761905,-0.08375209674571005,0.19047619047619047,-2.274285634358725,Elastic Demand,6.511904512132917,2.734999895095825,8.204999685287476,3.937575147636762,1.948979603895225,7.674253651548779
32,HOBBIES_2_002,HOBBIES_2,HOBBIES,CA,1.4700000286102295,2014,1.5873015873015872,-0.2538071029129546,0.20015485869144412,-0.7886101546972426,Inelastic Demand,2.3333333787463957,0.7350000143051147,2.2050000429153442,1.6670194675673056,1.4195318786196438,2.3663872764913356
36,HOBBIES_2_002,HOBBIES_2,HOBBIES,TX,2.1700000762939453,2011,1.5,0.10152286537011346,-0.06388206388206386,-0.6292381883546562,Inelastic Demand,3.255000114440918,1.0850000381469727,3.255000114440918,2.8093074594196916,1.221928613767494,3.4327731695353845
40,HOBBIES_2_002,HOBBIES_2,HOBBIES,TX,1.4700000286102295,2014,1.3975903614457832,-0.2538071029129546,-0.06024096385542166,-0.23734940103737692,Inelastic Demand,2.0544578713106825,0.7350000143051147,2.2050000429153442,2.2050000429153442,1.2317317438533992,2.715968548056937
44,HOBBIES_2_002,HOBBIES_2,HOBBIES,WI,2.1700000762939453,2011,1.3636363636363635,0.10152286537011346,0.07003044802087866,-0.6897997585625119,Inelastic Demand,2.959091013128107,1.0850000381469727,3.255000114440918,2.657920409888092,1.1521361647605064,3.0622862272871396
48,HOBBIES_2_002,HOBBIES_2,HOBBIES,WI,1.4700000286102295,2014,1.4098360655737705,-0.2538071029129546,0.03194186243028563,-0.1258509398030534,Inelastic Demand,2.072459056729176,0.7350000143051147,2.2050000429153442,2.2050000429153442,1.3211214686634214,2.913072895099227
76,HOBBIES_2_004,HOBBIES_2,HOBBIES,TX,2.569999933242798,2011,1.0714285714285714,0.04048579088026738,-0.19327731092436973,-4.773954187926519,Elastic Demand,2.7535713570458547,1.284999966621399,3.8549998998641968,1.5541688612050286,3.09318974147439,4.80733917799833
83,HOBBIES_2_004,HOBBIES_2,HOBBIES,WI,2.569999933242798,2011,1.25,0.04048579088026738,-0.12037037037037035,-2.9731510180041565,Elastic Demand,3.2124999165534973,1.284999966621399,3.8549998998641968,1.7172013361675336,2.4832193983014883,4.264187668760455
105,HOBBIES_2_006,HOBBIES_2,HOBBIES,CA,3.9700000286102295,2011,1.1764705882352942,0.14409221783212933,0.06548279689234171,-0.454450614179807,Inelastic Demand,4.670588268953211,1.9850000143051147,5.955000042915344,5.955000042915344,0.9091466975412901,5.413968622874726
112,HOBBIES_2_006,HOBBIES_2,HOBBIES,TX,3.9700000286102295,2011,1.1585365853658536,0.14409221783212933,-0.01818933443571724,-0.12623398202467967,Inelastic Demand,4.599390277048436,1.9850000143051147,5.955000042915344,5.955000042915344,1.0854132421198501,6.46363590340459
115,HOBBIES_2_006,HOBBIES_2,HOBBIES,TX,2.9700000286102295,2013,2.0,-0.2518891669504768,0.8167938931297709,-3.2426717790938517,Elastic Demand,5.940000057220459,1.4850000143051147,4.455000042915344,1.9429556885534633,4.242671828483816,8.243323363818154
118,HOBBIES_2_006,HOBBIES_2,HOBBIES,TX,0.4000000059604645,2015,1.0,-0.8992443317184329,-0.07999999999999996,-0.08896358551087223,Inelastic Demand,0.4000000059604645,0.20000000298023224,0.6000000089406967,0.6000000089406967,0.9555182072445639,0.5733109328897369
121,HOBBIES_2_006,HOBBIES_2,HOBBIES,WI,3.9700000286102295,2011,1.0465116279069768,0.14409221783212933,-0.015966678236723264,-0.11080874787648007,Inelastic Demand,4.154651192731635,1.9850000143051147,5.955000042915344,5.955000042915344,0.9885303063437023,5.8866980166998655
134,HOBBIES_2_007,HOBBIES_2,HOBBIES,TX,1.1699999570846558,2011,1.375,0.2061854871911466,-0.16198224852071008,-0.7856142094547256,Inelastic Demand,1.6087499409914017,0.5849999785423279,1.7549999356269836,1.3296402604590905,1.2276097597584152,1.6322793607073007
141,HOBBIES_2_007,HOBBIES_2,HOBBIES,WI,1.1699999570846558,2011,1.25,0.2061854871911466,-0.15480427046263345,-0.7508010023960628,Inelastic Demand,1.4624999463558197,0.5849999785423279,1.7549999356269836,1.3641677916797297,1.0942506301343111,1.492741465654476
150,HOBBIES_2_008,HOBBIES_2,HOBBIES,CA,3.880000114440918,2013,1.102803738317757,0.02917775439547099,-0.013280865715691204,-0.45517093384515833,Inelastic Demand,4.2788786308787685,1.940000057220459,5.820000171661377,5.820000171661377,0.8518216346087444,4.957602059647767
157,HOBBIES_2_008,HOBBIES_2,HOBBIES,TX,3.7699999809265137,2013,1.0,-0.028350549038644646,-0.1413612565445026,-4.986191144016753,Elastic Demand,3.7699999809265137,1.8849999904632568,5.6549999713897705,2.2630440738549473,2.9930955533897237,6.773507154580209
160,HOBBIES_2_008,HOBBIES_2,HOBBIES,TX,0.9900000095367432,2015,1.0,-0.7448453658926256,-0.1464646464646464,-0.19663765550735837,Inelastic Demand,0.9900000095367432,0.4950000047683716,1.4850000143051147,1.4850000143051147,0.9016811722463208,1.338996553684439
165,HOBBIES_2_008,HOBBIES_2,HOBBIES,WI,3.880000114440918,2013,1.0930232558139534,0.02917775439547099,-0.06312292358803995,-2.1633921079902563,Elastic Demand,4.240930357644724,1.940000057220459,5.820000171661377,2.836739991448404,1.7288305595443334,4.904242786697532
