,item_id,dept_id,cat_id,state_id,price,year,sale_perday,price_change,sale_change,elasticity,level,revenue,LB_price,UB_price,opti_price,optimized_units,optimized_revenue
1,HOUSEHOLD_2_001,HOUSEHOLD_2,HOUSEHOLD,CA,5.96999979019165,2011,1.0,-0.07727975521080954,-0.33278418451400327,-4.306227207969402,Elastic Demand,5.96999979019165,2.984999895095825,8.954999685287476,3.678182132598006,2.6531135510337487,9.758634859165982
5,HOUSEHOLD_2_001,HOUSEHOLD_2,HOUSEHOLD,CA,6.769999980926514,2014,1.286689419795222,0.04636788260637292,0.023914819977887802,-0.5157626062183156,Inelastic Demand,8.710887347472,3.384999990463257,10.15499997138977,9.948100010196244,0.9751575537689662,9.700964870591998
10,HOUSEHOLD_2_001,HOUSEHOLD_2,HOUSEHOLD,TX,1.9900000095367432,2012,3.0,-0.6924265727869836,1.6896551724137931,-2.4401940058611737,Elastic Demand,5.9700000286102295,0.9950000047683716,2.9850000143051147,1.4027544495731115,5.160291088227832,7.238621285104065
13,HOUSEHOLD_2_001,HOUSEHOLD_2,HOUSEHOLD,TX,6.769999980926514,2014,1.1206896551724137,0.04636788260637292,-0.057827281049740664,-1.2471408612864443,Elastic Demand,7.587068944141782,3.384999990463257,10.15499997138977,6.099208580125752,1.2591736843584342,7.679962939507518
15,HOUSEHOLD_2_001,HOUSEHOLD_2,HOUSEHOLD,TX,5.96999979019165,2015,1.0,-0.11816841846214876,-0.17142857142857137,-1.450713935749954,Elastic Demand,5.96999979019165,2.984999895095825,8.954999685287476,5.042607534796545,1.2253569373685136,6.178994125189685
18,HOUSEHOLD_2_001,HOUSEHOLD_2,HOUSEHOLD,WI,7.269999980926514,2011,1.0,0.12364763781718247,-0.09210526315789469,-0.7449011140356412,Inelastic Demand,7.269999980926514,3.634999990463257,10.90499997138977,8.514845607648976,0.8724502205528506,7.42877892836682
19,HOUSEHOLD_2_001,HOUSEHOLD_2,HOUSEHOLD,WI,5.869999885559082,2011,1.173913043478261,-0.19257222820363895,0.17391304347826098,-0.9031055261735536,Inelastic Demand,6.890869430873706,2.934999942779541,8.804999828338623,6.184897427390585,1.1170401131377452,6.908778522037728
23,HOUSEHOLD_2_001,HOUSEHOLD_2,HOUSEHOLD,WI,6.769999980926514,2014,1.136,0.04636788260637292,-0.12308771929824569,-2.6545900390398285,Elastic Demand,7.690719978332519,3.384999990463257,10.15499997138977,4.660150072519734,2.0758070220900775,9.673572244530048
39,HOUSEHOLD_2_002,HOUSEHOLD_2,HOUSEHOLD,WI,2.880000114440918,2011,1.2597402597402598,0.0786516974330802,-0.3936450216450217,-5.0049145090600184,Elastic Demand,3.62805209221778,1.440000057220459,4.320000171661377,1.7277172648815233,3.7823162948429183,6.534773163842824
41,HOUSEHOLD_2_002,HOUSEHOLD_2,HOUSEHOLD,WI,2.880000114440918,2012,1.0526315789473684,0.0786516974330802,-0.38758934372969467,-4.927920901636867,Elastic Demand,3.031579067832545,1.440000057220459,4.320000171661377,1.7322125535044488,3.1199583652851564,5.404431046758167
49,HOUSEHOLD_2_003,HOUSEHOLD_2,HOUSEHOLD,CA,8.9399995803833,2013,1.8764044943820224,-0.05596628001065451,0.055477528089887596,-0.9912670286344943,Inelastic Demand,16.77505539240462,4.46999979019165,13.409999370574951,8.979377122860916,1.8682117720547398,16.77537804664778
56,HOUSEHOLD_2_003,HOUSEHOLD_2,HOUSEHOLD,TX,8.9399995803833,2013,1.3859649122807018,-0.05596628001065451,0.11081011351909176,-1.979944236029202,Elastic Demand,12.390525734215453,4.46999979019165,13.409999370574951,6.727639362504844,2.0650489722785976,13.892904751401668
59,HOUSEHOLD_2_003,HOUSEHOLD_2,HOUSEHOLD,TX,5.5,2015,1.0,-0.3847874431595679,-0.21991701244813278,-0.5715285577989486,Inelastic Demand,5.5,2.75,8.25,7.561657945732319,0.7857642922910663,5.941680804275474
62,HOUSEHOLD_2_003,HOUSEHOLD_2,HOUSEHOLD,WI,10.470000267028809,2011,1.255813953488372,0.10559661793058717,0.13874655104454092,-1.3139298754411293,Elastic Demand,13.14837242836176,5.235000133514404,15.705000400543213,9.219233312237744,1.4529323681589092,13.394922488959091
63,HOUSEHOLD_2_003,HOUSEHOLD_2,HOUSEHOLD,WI,8.670000076293945,2011,1.3333333333333333,-0.17191978460623958,0.061728395061728225,-0.35905346905307767,Inelastic Demand,11.56000010172526,4.335000038146973,13.005000114440918,13.005000114440918,1.0939643539646149,14.227006548504102
64,HOUSEHOLD_2_003,HOUSEHOLD_2,HOUSEHOLD,WI,8.970000267028809,2011,1.205128205128205,0.034602097819484756,-0.09615384615384615,-2.778844411557644,Elastic Demand,10.810000321803948,4.485000133514404,13.455000400543213,6.098980477374266,2.2769959747340827,13.88735399696296
66,HOUSEHOLD_2_003,HOUSEHOLD_2,HOUSEHOLD,WI,8.970000267028809,2012,1.1538461538461537,-0.05279830896529358,-0.03159340659340659,-0.5983791377518206,Inelastic Demand,10.350000308110163,4.485000133514404,13.455000400543213,11.980255442193455,0.9221412602899819,11.047487852060186
68,HOUSEHOLD_2_003,HOUSEHOLD_2,HOUSEHOLD,WI,8.9399995803833,2013,1.12,-0.05596628001065451,-0.07278688524590149,-1.3005489239600125,Elastic Demand,10.012799530029298,4.46999979019165,13.409999370574951,7.907008196401071,1.2883076737662786,10.186659335956362
70,HOUSEHOLD_2_003,HOUSEHOLD_2,HOUSEHOLD,WI,6.940000057220459,2014,1.0,-0.22371360369539217,-0.16748768472906395,-0.748670094095461,Inelastic Demand,6.940000057220459,3.4700000286102295,10.410000085830688,8.10488543542945,0.8743350376767225,7.0863853125517275
77,HOUSEHOLD_2_004,HOUSEHOLD_2,HOUSEHOLD,CA,3.4700000286102295,2015,1.0,-0.38800705786263257,-0.17491749174917492,-0.4508100773030308,Inelastic Demand,3.4700000286102295,1.7350000143051147,5.205000042915344,5.205000042915344,0.7745949613484846,4.031766807060872
79,HOUSEHOLD_2_004,HOUSEHOLD_2,HOUSEHOLD,CA,3.990000009536743,2016,1.0,-0.29629630408317253,-0.18085106382978722,-0.6103723243845155,Inelastic Demand,3.990000009536743,1.9950000047683716,5.985000014305115,5.263497626209226,0.8051860404690142,4.238094812665462
104,HOUSEHOLD_2_006,HOUSEHOLD_2,HOUSEHOLD,CA,3.940000057220459,2014,1.0,0.053475948442173626,-0.1428571428571429,-2.6714279413224786,Elastic Demand,3.940000057220459,1.9700000286102295,5.9100000858306885,2.707433320431063,1.8357140031431278,4.970073258891597
105,HOUSEHOLD_2_006,HOUSEHOLD_2,HOUSEHOLD,CA,3.440000057220459,2014,1.0,-0.12690355145647725,0.0,-0.0,Perfectly Inelastic Demand,3.440000057220459,1.7200000286102295,5.1600000858306885,5.1600000858306885,1.0,5.1600000858306885
110,HOUSEHOLD_2_006,HOUSEHOLD_2,HOUSEHOLD,TX,1.9600000381469727,2012,1.0,-0.4759358200136077,-0.04761904761904767,-0.10005350641119254,Inelastic Demand,1.9600000381469727,0.9800000190734863,2.940000057220459,2.940000057220459,0.9499732467944038,2.7929213999334523
113,HOUSEHOLD_2_006,HOUSEHOLD_2,HOUSEHOLD,TX,3.940000057220459,2014,1.0526315789473684,0.053475948442173626,0.05263157894736836,-0.9842102941714381,Inelastic Demand,4.147368481284693,1.9700000286102295,5.9100000858306885,3.971604526985085,1.0443212813164755,4.147631128503378
114,HOUSEHOLD_2_006,HOUSEHOLD_2,HOUSEHOLD,TX,3.440000057220459,2014,1.2,-0.12690355145647725,0.14000000000000012,-1.10320001602173,Elastic Demand,4.128000068664551,1.7200000286102295,5.1600000858306885,3.2791008517589018,1.2619200010780807,4.137962950386728
115,HOUSEHOLD_2_006,HOUSEHOLD_2,HOUSEHOLD,TX,1.0,2014,6.0,-0.709302330416818,4.0,-5.6393442238508085,Elastic Demand,6.0,0.5,1.5,0.5886627852102784,19.918032877675778,11.72500470968252
119,HOUSEHOLD_2_006,HOUSEHOLD_2,HOUSEHOLD,WI,4.239999771118164,2011,1.0,0.13368977548300953,-0.051724137931034364,-0.3868967371974375,Inelastic Demand,4.239999771118164,2.119999885559082,6.359999656677246,6.359999656677246,0.8065516314012813,5.129668098804622
121,HOUSEHOLD_2_006,HOUSEHOLD_2,HOUSEHOLD,WI,4.239999771118164,2012,1.0,0.13368977548300953,-0.017857142857142794,-0.13357149260387707,Inelastic Demand,4.239999771118164,2.119999885559082,6.359999656677246,6.359999656677246,0.9332142536980614,5.935242333125983
124,HOUSEHOLD_2_006,HOUSEHOLD_2,HOUSEHOLD,WI,3.440000057220459,2014,1.064516129032258,-0.12690355145647725,-0.026728110599078425,-0.21061751457952757,Inelastic Demand,3.661935544783069,1.7200000286102295,5.1600000858306885,5.1600000858306885,0.9524132583689611,4.914452494930125
