,item_id,state_id,price,sale_perday,elasticity,target_days,discount%,cost_price,stock on hand,discount_price,predict_total_sale,cost,revenue,profit
0,FOODS_2_001,CA,1.9700000286102295,1.8703703703703705,1.4333029907885084,7,0,0.9850000143051147,100,1.9700000286102295,13.092592592592593,12.9,25.79,12.889999999999999
1,FOODS_2_001,CA,2.0,1.810740013097577,2.0935589268723187,7,0,0.9850000143051147,100,2.0,12.675180091683039,12.49,25.35,12.860000000000001
2,FOODS_2_001,CA,2.2799999713897705,1.2,2.409196836198682,7,10,0.9850000143051147,100,2.0519999742507937,10.423725342406891,10.27,21.39,11.120000000000001
3,FOODS_2_001,TX,0.9900000095367432,2.0,0.3049628612881867,7,0,0.4950000047683716,100,0.9900000095367432,14.0,6.93,13.86,6.93
4,FOODS_2_001,TX,1.7599999904632568,1.7941176470588236,3.836133462040597,7,30,0.4950000047683716,100,1.2319999933242798,27.01202048492354,13.37,33.28,19.910000000000004
5,FOODS_2_001,TX,1.7799999713897705,2.0062111801242235,0.0,7,0,0.4950000047683716,100,1.7799999713897705,14.043478260869565,6.95,25.0,18.05
6,FOODS_2_001,TX,1.8200000524520874,2.259259259259259,0.0,7,0,0.4950000047683716,100,1.8200000524520874,15.814814814814813,7.83,28.78,20.950000000000003
7,FOODS_2_001,TX,2.0,1.733092876465284,0.2494345701792199,7,0,0.4950000047683716,100,2.0,12.131650135256988,6.01,24.26,18.25
8,FOODS_2_001,WI,2.0,3.166351606805293,0.0,7,0,1.0,100,2.0,22.16446124763705,22.16,44.33,22.169999999999998
9,FOODS_2_001,WI,2.2200000286102295,1.8,3.9229302903793957,7,10,1.0,100,1.9980000257492065,17.54289216587804,17.54,35.05,17.509999999999998
10,FOODS_2_002,CA,1.8300000429153442,1.0,0.0,7,0,0.9150000214576721,100,1.8300000429153442,7.0,6.41,12.81,6.4
11,FOODS_2_002,CA,1.9800000190734863,3.184757505773672,1.66326404050514,7,0,0.9150000214576721,100,1.9800000190734863,22.293302540415706,20.4,44.14,23.740000000000002
12,FOODS_2_002,CA,2.0,2.187250996015936,0.0,7,0,0.9150000214576721,100,2.0,15.310756972111552,14.01,30.62,16.61
13,FOODS_2_002,CA,2.2799999713897705,2.2796005706134093,1.8758215557458477,7,0,0.9150000214576721,100,2.2799999713897705,15.957203994293865,14.6,36.38,21.78
14,FOODS_2_002,TX,1.8700000047683716,2.28117048346056,0.0,7,0,0.9350000023841858,100,1.8700000047683716,15.96819338422392,14.93,29.86,14.93
15,FOODS_2_002,WI,1.7699999809265137,5.931798051372897,1.5695697111881903,7,0,0.8849999904632568,100,1.7699999809265137,41.52258635961028,36.75,73.49,36.739999999999995
16,FOODS_2_002,WI,1.8700000047683716,6.187861271676301,0.0,7,0,0.8849999904632568,100,1.8700000047683716,43.31502890173411,38.33,81.0,42.67
17,FOODS_2_002,WI,1.9800000190734863,5.085257548845471,0.0,7,0,0.8849999904632568,100,1.9800000190734863,35.5968028419183,31.5,70.48,38.980000000000004
18,FOODS_2_003,CA,1.9600000381469727,1.1666666666666667,0.0,7,0,0.9800000190734863,100,1.9600000381469727,8.166666666666668,8.0,16.01,8.010000000000002
19,FOODS_2_003,CA,2.180000066757202,2.931137724550898,0.3711852230337193,7,0,0.9800000190734863,100,2.180000066757202,20.517964071856287,20.11,44.73,24.619999999999997
