,item_id,state_id,price,sale_perday,elasticity,target_days,discount%,cost_price,stock on hand,discount_price,predict_total_sale,cost,revenue,profit
0,FOODS_3_001,CA,1.9800000190734863,1.25,0.0,7,0,0.9900000095367432,100,1.9800000190734863,8.75,8.66,17.33,8.669999999999998
1,FOODS_3_001,CA,2.0,2.1666666666666665,0.5990602975724347,7,0,0.9900000095367432,100,2.0,15.166666666666666,15.02,30.33,15.309999999999999
2,FOODS_3_001,CA,2.5,1.9348484848484848,0.0,7,0,0.9900000095367432,100,2.5,13.543939393939393,13.41,33.86,20.45
3,FOODS_3_001,TX,0.7900000214576721,4.0,2.12514761737958,7,0,0.39500001072883606,100,0.7900000214576721,28.0,11.06,22.12,11.06
4,FOODS_3_001,TX,0.8799999952316284,3.8333333333333335,0.36574085725191124,7,0,0.39500001072883606,100,0.8799999952316284,26.833333333333336,10.6,23.61,13.01
5,FOODS_3_001,TX,0.9900000095367432,2.5,4.4117647883801325,7,10,0.39500001072883606,100,0.8910000085830688,25.22058837966523,9.96,22.47,12.509999999999998
6,FOODS_3_001,TX,1.0,5.833333333333333,0.0,7,0,0.39500001072883606,100,1.0,40.83333333333333,16.13,40.83,24.7
7,FOODS_3_001,TX,1.25,10.0,10.331717824448035,7,10,0.39500001072883606,100,1.125,100.0,39.5,112.5,73.0
8,FOODS_3_001,TX,1.5,1.0,1.0490883452932325,7,0,0.39500001072883606,100,1.5,7.0,2.77,10.5,7.73
9,FOODS_3_001,TX,2.0,1.75,0.7,7,0,0.39500001072883606,100,2.0,12.25,4.84,24.5,19.66
10,FOODS_3_001,TX,2.5,1.6218340611353712,0.8663773588126803,7,0,0.39500001072883606,100,2.5,11.3528384279476,4.48,28.38,23.9
11,FOODS_3_001,WI,2.0,2.0,0.0,7,0,1.0,100,2.0,14.0,14.0,28.0,14.0
12,FOODS_3_001,WI,2.2799999713897705,2.0275229357798166,0.27723103709587893,7,0,1.0,100,2.2799999713897705,14.192660550458715,14.19,32.36,18.17
13,FOODS_3_002,CA,1.5,2.0,0.0,7,0,0.75,100,1.5,14.0,10.5,21.0,10.5
14,FOODS_3_002,CA,2.559999942779541,2.4705882352941178,5.4682710729958615,7,30,0.75,100,1.7919999599456786,45.66479462577854,34.25,81.83,47.58
15,FOODS_3_002,TX,1.4900000095367432,1.9,0.0,7,0,0.7450000047683716,100,1.4900000095367432,13.299999999999999,9.91,19.82,9.91
16,FOODS_3_002,TX,2.559999942779541,1.9649122807017543,0.0,7,0,0.7450000047683716,100,2.559999942779541,13.75438596491228,10.25,35.21,24.96
17,FOODS_3_002,WI,2.559999942779541,8.065573770491802,9.979163831034473,7,10,1.2799999713897705,100,2.303999948501587,100.0,128.0,230.4,102.4
18,FOODS_3_003,CA,3.640000104904175,1.4339622641509433,0.0,7,0,1.8200000524520874,100,3.640000104904175,10.037735849056602,18.27,36.54,18.27
19,FOODS_3_003,TX,1.9800000190734863,1.0,0.0,7,0,0.9900000095367432,100,1.9800000190734863,7.0,6.93,13.86,6.93
20,FOODS_3_003,TX,3.640000104904175,1.2947368421052632,0.0,7,0,0.9900000095367432,100,3.640000104904175,9.063157894736843,8.97,32.99,24.020000000000003
21,FOODS_3_003,WI,3.640000104904175,1.6504065040650406,0.0,7,0,1.8200000524520874,100,3.640000104904175,11.552845528455284,21.03,42.05,21.019999999999996
22,FOODS_3_004,CA,4.980000019073486,1.575,0.23899662589384402,7,0,2.490000009536743,100,4.980000019073486,11.025,27.45,54.9,27.45
23,FOODS_3_004,CA,5.980000019073486,1.7129506008010682,0.0,7,0,2.490000009536743,100,5.980000019073486,11.990654205607477,29.86,71.7,41.84
