,item_id,state_id,price,sale_perday,elasticity,target_days,discount%,cost_price,stock on hand,discount_price,predict_total_sale,cost,revenue,profit
0,FOODS_1_001,CA,1.75,1.0,0.0,7,0,0.875,100,1.75,7.0,6.12,12.25,6.13
1,FOODS_1_001,CA,2.240000009536743,2.01308773630635,0.9612107776924241,7,0,0.875,100,2.240000009536743,14.091614154144452,12.33,31.57,19.240000000000002
2,FOODS_1_001,TX,0.9900000095367432,2.0,1.9900000095367432,7,0,0.4950000047683716,100,0.9900000095367432,14.0,6.93,13.86,6.93
3,FOODS_1_001,TX,1.0,7.0,2.505262523873221,7,10,0.4950000047683716,100,0.9,61.27578636697878,30.33,55.15,24.82
4,FOODS_1_001,TX,1.190000057220459,5.0,4.7988852454172415,7,10,0.4950000047683716,100,1.071000051498413,51.79609835896035,25.64,55.47,29.83
5,FOODS_1_001,TX,1.9900000095367432,1.0,0.0,7,0,0.4950000047683716,100,1.9900000095367432,7.0,3.47,13.93,10.459999999999999
6,FOODS_1_001,TX,2.240000009536743,1.6186085498742666,0.6199759687486028,7,0,0.4950000047683716,100,2.240000009536743,11.330259849119866,5.61,25.38,19.77
7,FOODS_1_001,WI,1.75,4.0,8.15992186519974,7,10,0.875,100,1.575,50.84778122255928,44.49,80.09,35.6
8,FOODS_1_001,WI,2.240000009536743,1.4362745098039216,0.9349412470547622,7,0,0.875,100,2.240000009536743,10.053921568627452,8.8,22.52,13.719999999999999
9,FOODS_1_002,CA,8.880000114440918,1.4440326167531505,0.030613074601031572,7,0,4.440000057220459,100,8.880000114440918,10.108228317272054,44.88,89.76,44.88
10,FOODS_1_002,CA,9.479999542236328,1.4273504273504274,0.17097719188386604,7,0,4.440000057220459,100,9.479999542236328,9.991452991452991,44.36,94.72,50.36
11,FOODS_1_002,TX,7.659999847412109,1.0,0.0,7,0,3.8299999237060547,100,7.659999847412109,7.0,26.81,53.62,26.81
12,FOODS_1_002,TX,8.880000114440918,1.2615629984051038,0.7923521882454387,7,0,3.8299999237060547,100,8.880000114440918,8.830940988835726,33.82,78.42,44.6
13,FOODS_1_002,TX,9.479999542236328,1.2635658914728682,0.0,7,0,3.8299999237060547,100,9.479999542236328,8.844961240310077,33.88,83.85,49.96999999999999
14,FOODS_1_002,WI,8.279999732971191,1.1136363636363635,0.0,7,0,4.139999866485596,100,8.279999732971191,7.795454545454545,32.27,64.55,32.279999999999994
15,FOODS_1_002,WI,8.880000114440918,1.5220372184133202,0.0,7,0,4.139999866485596,100,8.880000114440918,10.654260528893241,44.11,94.61,50.5
16,FOODS_1_002,WI,9.479999542236328,1.5561312607944733,0.0,7,0,4.139999866485596,100,9.479999542236328,10.892918825561313,45.1,103.26,58.160000000000004
17,FOODS_1_003,CA,3.2300000190734863,1.6968599033816425,1.587652087426302,7,0,1.6150000095367432,100,3.2300000190734863,11.878019323671497,19.18,38.37,19.189999999999998
18,FOODS_1_003,TX,2.5,2.0,2.825008268123949,7,10,1.25,100,2.25,17.95501157537353,22.44,40.4,17.959999999999997
19,FOODS_1_003,TX,3.2300000190734863,1.3493150684931507,1.1141864974412887,7,0,1.25,100,3.2300000190734863,9.445205479452055,11.81,30.51,18.700000000000003
20,FOODS_1_003,WI,3.2300000190734863,1.657079646017699,1.2461939800217676,7,0,1.6150000095367432,100,3.2300000190734863,11.599557522123893,18.73,37.47,18.74
21,FOODS_1_004,CA,1.5,14.673913043478262,2.4641263225666146,7,0,0.75,100,1.5,100.0,75.0,150.0,75.0
22,FOODS_1_004,CA,1.9600000381469727,8.05398322851153,1.4710953924417565,7,0,0.75,100,1.9600000381469727,56.377882599580715,42.28,110.5,68.22
23,FOODS_1_004,TX,1.5,10.363636363636363,0.0,7,0,0.75,100,1.5,72.54545454545455,54.41,108.82,54.41
24,FOODS_1_004,TX,1.9600000381469727,7.404509283819628,0.9310753769633402,7,0,0.75,100,1.9600000381469727,51.8315649867374,38.87,101.59,62.720000000000006
25,FOODS_1_004,WI,1.5,19.778846153846153,3.163971785769783,7,0,0.75,100,1.5,100.0,75.0,150.0,75.0
26,FOODS_1_004,WI,1.9600000381469727,10.085177733065057,1.5981612608450655,7,0,0.75,100,1.9600000381469727,70.5962441314554,52.95,138.37,85.42
27,FOODS_1_005,CA,2.369999885559082,2.0,2.129218029715264,7,0,1.184999942779541,100,2.369999885559082,14.0,16.59,33.18,16.59
28,FOODS_1_005,CA,2.5,1.0,0.0,7,0,1.184999942779541,100,2.5,7.0,8.29,17.5,9.21
29,FOODS_1_005,CA,2.880000114440918,1.4523809523809523,0.0,7,0,1.184999942779541,100,2.880000114440918,10.166666666666666,12.05,29.28,17.23
30,FOODS_1_005,CA,3.0,2.0,-0.0,7,0,1.184999942779541,100,3.0,14.0,16.59,42.0,25.41
31,FOODS_1_005,CA,3.2799999713897705,3.702552719200888,0.7749460978865746,7,0,1.184999942779541,100,3.2799999713897705,25.917869034406216,30.71,85.01,54.300000000000004
32,FOODS_1_005,CA,3.5399999618530273,2.919924337957125,2.666581427762145,7,10,1.184999942779541,100,3.1859999656677247,25.88982157274688,30.68,82.48,51.800000000000004
33,FOODS_1_005,TX,0.10000000149011612,30.0,14.344100801688707,7,0,0.05000000074505806,100,0.10000000149011612,100.0,5.0,10.0,5.0
34,FOODS_1_005,TX,1.9900000095367432,8.0,6.808191742080556,7,10,0.05000000074505806,100,1.7910000085830688,94.12587375565111,4.71,168.58,163.87
35,FOODS_1_005,TX,3.2799999713897705,2.175324675324675,0.3507076732908937,7,0,0.05000000074505806,100,3.2799999713897705,15.227272727272727,0.76,49.95,49.190000000000005
36,FOODS_1_005,TX,3.5399999618530273,2.0081799591002043,0.9615905084960251,7,0,0.05000000074505806,100,3.5399999618530273,14.05725971370143,0.7,49.76,49.059999999999995
37,FOODS_1_005,WI,3.240000009536743,1.7083333333333333,0.0,7,0,1.6200000047683716,100,3.240000009536743,11.958333333333332,19.37,38.75,19.38
38,FOODS_1_005,WI,3.2799999713897705,2.1110248447204967,1.245030264441424,7,0,1.6200000047683716,100,3.2799999713897705,14.777173913043477,23.94,48.47,24.529999999999998
39,FOODS_1_005,WI,3.5399999618530273,2.093525179856115,0.10457717237605355,7,0,1.6200000047683716,100,3.5399999618530273,14.654676258992804,23.74,51.88,28.140000000000004
40,FOODS_1_006,CA,2.240000009536743,2.3533767772511847,1.1169187910390164,7,0,1.1200000047683716,100,2.240000009536743,16.473637440758292,18.45,36.9,18.45
41,FOODS_1_006,CA,2.4800000190734863,2.401294498381877,0.0,7,0,1.1200000047683716,100,2.4800000190734863,16.80906148867314,18.83,41.69,22.86
42,FOODS_1_006,TX,2.190000057220459,1.0,0.0,7,0,1.0950000286102295,100,2.190000057220459,7.0,7.67,15.33,7.66
43,FOODS_1_006,TX,2.240000009536743,1.8148867313915857,1.819455388583536,7,0,1.0950000286102295,100,2.240000009536743,12.7042071197411,13.91,28.46,14.55
44,FOODS_1_006,TX,2.4800000190734863,1.7121212121212122,0.5284874234319822,7,0,1.0950000286102295,100,2.4800000190734863,11.984848484848484,13.12,29.72,16.6
45,FOODS_1_006,WI,2.240000009536743,2.213412228796844,1.7636942802937396,7,0,1.1200000047683716,100,2.240000009536743,15.493885601577908,17.35,34.71,17.36
46,FOODS_1_006,WI,2.4800000190734863,2.319672131147541,0.0,7,0,1.1200000047683716,100,2.4800000190734863,16.237704918032787,18.19,40.27,22.080000000000002
47,FOODS_1_008,CA,2.5,1.0,0.0,7,0,1.25,100,2.5,7.0,8.75,17.5,8.75
48,FOODS_1_008,CA,2.880000114440918,1.6326530612244898,0.5488337864785893,7,0,1.25,100,2.880000114440918,11.428571428571429,14.29,32.91,18.619999999999997
49,FOODS_1_008,CA,3.5399999618530273,1.4810996563573884,0.0,7,0,1.25,100,3.5399999618530273,10.367697594501719,12.96,36.7,23.740000000000002
50,FOODS_1_008,TX,0.5,1.0,0.0,7,0,0.25,100,0.5,7.0,1.75,3.5,1.75
