,item_id,state_id,price,sale_perday,sale_change,price_change,elasticity,target_days,discount%,cost_price,stock on hand,discount_price,predict_total_sale,cost,revenue,profit
0,HOUSEHOLD_2_001,CA,5.96999979019165,1.0,-0.23478260869565226,-0.11816841846214876,0.0,7,0,2.984999895095825,100,5.96999979019165,7.0,20.89,41.79,20.9
1,HOUSEHOLD_2_001,CA,6.769999980926514,1.3068181818181819,-0.05833215514397472,0.04636788260637292,1.2580293053096496,7,0,2.984999895095825,100,6.769999980926514,9.147727272727273,27.31,61.93,34.620000000000005
2,HOUSEHOLD_2_001,TX,1.9900000095367432,3.0,2.0,-0.6666666533546294,3.000000059904169,7,10,0.9950000047683716,100,1.7910000085830688,27.300000125798753,27.16,48.89,21.73
3,HOUSEHOLD_2_001,TX,5.96999979019165,1.0,-0.157556270096463,-0.11816841846214876,0.0,7,0,0.9950000047683716,100,5.96999979019165,7.0,6.97,41.79,34.82
4,HOUSEHOLD_2_001,TX,6.769999980926514,1.1870229007633588,-0.003441436315648083,0.04636788260637292,0.07422026027936594,7,0,0.9950000047683716,100,6.769999980926514,8.30916030534351,8.27,56.25,47.980000000000004
5,HOUSEHOLD_2_001,WI,5.869999885559082,1.173913043478261,0.17391304347826098,-0.19257222820363895,0.9031055261735536,7,0,2.934999942779541,100,5.869999885559082,8.217391304347826,24.12,48.24,24.12
6,HOUSEHOLD_2_001,WI,6.769999980926514,1.1257142857142857,-0.029123738714816882,0.04636788260637292,0.6281015452453298,7,0,2.934999942779541,100,6.769999980926514,7.88,23.13,53.35,30.220000000000002
7,HOUSEHOLD_2_001,WI,7.269999980926514,1.0,-0.1116751269035533,0.07385524393038057,1.5120812140140454,7,0,2.934999942779541,100,7.269999980926514,7.0,20.54,50.89,30.35
8,HOUSEHOLD_2_002,WI,2.880000114440918,1.21875,-0.2948758417508418,0.0786516974330802,3.749135128351593,7,10,1.440000057220459,100,2.5920001029968263,11.72973090637495,16.89,30.4,13.509999999999998
9,HOUSEHOLD_2_003,CA,8.9399995803833,1.6382175226586102,-0.08221867746036937,-0.05596628001065451,0.0,7,0,4.46999979019165,100,8.9399995803833,11.467522658610271,51.26,102.52,51.26
10,HOUSEHOLD_2_003,TX,5.5,1.0,-0.19713831478537358,-0.3847874431595679,0.0,7,0,2.75,100,5.5,7.0,19.25,38.5,19.25
11,HOUSEHOLD_2_003,TX,8.9399995803833,1.2455445544554455,-0.0985217135574944,-0.05596628001065451,0.0,7,0,2.75,100,8.9399995803833,8.718811881188119,23.98,77.95,53.97
12,HOUSEHOLD_2_003,WI,6.940000057220459,1.0,-0.1651376146788991,-0.22630993861505866,0.0,7,0,3.4700000286102295,100,6.940000057220459,7.0,24.29,48.58,24.29
13,HOUSEHOLD_2_003,WI,8.670000076293945,1.3333333333333333,0.061728395061728225,-0.17191978460623958,0.35905346905307767,7,0,3.4700000286102295,100,8.670000076293945,9.333333333333332,32.39,80.92,48.53
14,HOUSEHOLD_2_003,WI,8.9399995803833,1.1724890829694323,0.0006587863273603833,-0.05596628001065451,0.011771129459291697,7,0,3.4700000286102295,100,8.9399995803833,8.207423580786026,28.48,73.37,44.89
15,HOUSEHOLD_2_003,WI,8.970000267028809,1.1978021978021978,-0.10164835164835162,0.034602097819484756,2.9376355207895086,7,10,3.4700000286102295,100,8.073000240325928,10.847709782815818,37.64,87.57,49.92999999999999
16,HOUSEHOLD_2_003,WI,10.470000267028809,1.255813953488372,0.07106664934390028,0.17114102443614532,0.0,7,0,3.4700000286102295,100,10.470000267028809,8.790697674418604,30.5,92.04,61.540000000000006
17,HOUSEHOLD_2_004,CA,3.4700000286102295,1.0,-0.24513618677042803,-0.38800705786263257,0.0,7,0,1.7350000143051147,100,3.4700000286102295,7.0,12.15,24.29,12.139999999999999
