,item_id,state_id,price,sale_perday,elasticity,target_days,discount%,cost_price,stock on hand,discount_price,predict_total_sale,cost,revenue,profit
0,HOUSEHOLD_1_001,CA,4.5,1.4,0.0,7,0,2.25,100,4.5,9.799999999999999,22.05,44.1,22.05
1,HOUSEHOLD_1_001,CA,5.369999885559082,1.25,0.5541872650167311,7,0,2.25,100,5.369999885559082,8.75,19.69,46.99,27.3
2,HOUSEHOLD_1_001,CA,5.96999979019165,1.4620737647877522,0.2534469607466759,7,0,2.25,100,5.96999979019165,10.234516353514266,23.03,61.1,38.07
3,HOUSEHOLD_1_001,CA,6.269999980926514,1.2277227722772277,0.0,7,0,2.25,100,6.269999980926514,8.594059405940595,19.34,53.88,34.540000000000006
4,HOUSEHOLD_1_001,CA,6.96999979019165,1.4107744107744107,0.0,7,0,2.25,100,6.96999979019165,9.875420875420875,22.22,68.83,46.61
5,HOUSEHOLD_1_001,TX,2.5,2.0,1.1747458622344205,7,0,1.25,100,2.5,14.0,17.5,35.0,17.5
6,HOUSEHOLD_1_001,TX,5.96999979019165,1.1884892086330936,0.13920540759966235,7,0,1.25,100,5.96999979019165,8.319424460431655,10.4,49.67,39.27
7,HOUSEHOLD_1_001,TX,6.269999980926514,1.1475409836065573,18.64910969370286,7,30,1.25,100,4.388999986648559,52.97408401597247,66.22,232.5,166.28
8,HOUSEHOLD_1_001,TX,6.96999979019165,1.1652173913043478,0.0,7,0,1.25,100,6.96999979019165,8.156521739130435,10.2,56.85,46.650000000000006
9,HOUSEHOLD_1_001,TX,7.159999847412109,1.0,0.26824035213095054,7,0,1.25,100,7.159999847412109,7.0,8.75,50.12,41.37
10,HOUSEHOLD_1_001,WI,3.9700000286102295,1.0,0.0,7,0,1.9850000143051147,100,3.9700000286102295,7.0,13.9,27.79,13.889999999999999
11,HOUSEHOLD_1_001,WI,5.96999979019165,1.4808184143222507,1.3350495048077788,7,0,1.9850000143051147,100,5.96999979019165,10.365728900255755,20.58,61.88,41.300000000000004
12,HOUSEHOLD_1_001,WI,6.269999980926514,1.2346938775510203,0.0,7,0,1.9850000143051147,100,6.269999980926514,8.642857142857142,17.16,54.19,37.03
13,HOUSEHOLD_1_001,WI,6.96999979019165,1.2427745664739884,0.0,7,0,1.9850000143051147,100,6.96999979019165,8.699421965317919,17.27,60.63,43.36
14,HOUSEHOLD_1_001,WI,7.320000171661377,1.4,0.2413509116134409,7,0,1.9850000143051147,100,7.320000171661377,9.799999999999999,19.45,71.74,52.28999999999999
15,HOUSEHOLD_1_002,CA,3.0,1.0,0.0,7,0,1.5,100,3.0,7.0,10.5,21.0,10.5
16,HOUSEHOLD_1_002,CA,3.9700000286102295,1.0,0.0,7,0,1.5,100,3.9700000286102295,7.0,10.5,27.79,17.29
17,HOUSEHOLD_1_002,CA,5.369999885559082,1.125,0.0,7,0,1.5,100,5.369999885559082,7.875,11.81,42.29,30.479999999999997
18,HOUSEHOLD_1_002,CA,5.46999979019165,1.0769230769230769,0.0,7,0,1.5,100,5.46999979019165,7.538461538461538,11.31,41.24,29.93
19,HOUSEHOLD_1_002,CA,5.96999979019165,1.6218181818181818,1.3550210291164828,7,0,1.5,100,5.96999979019165,11.352727272727273,17.03,67.78,50.75
20,HOUSEHOLD_1_002,CA,6.269999980926514,1.5515151515151515,13.20475738250581,7,30,1.5,100,4.388999986648559,53.88410647778864,80.83,236.5,155.67000000000002
21,HOUSEHOLD_1_002,CA,6.96999979019165,1.357843137254902,1.1180995331369135,7,0,1.5,100,6.96999979019165,9.504901960784315,14.26,66.25,51.99
22,HOUSEHOLD_1_002,TX,4.96999979019165,2.0,3.6448419771696376,7,10,2.484999895095825,100,4.472999811172485,19.102778768037492,47.47,85.45,37.980000000000004
23,HOUSEHOLD_1_002,TX,5.96999979019165,1.2418300653594772,0.23243308302771615,7,0,2.484999895095825,100,5.96999979019165,8.692810457516341,21.6,51.9,30.299999999999997
24,HOUSEHOLD_1_002,TX,6.269999980926514,1.2837837837837838,0.0,7,0,2.484999895095825,100,6.269999980926514,8.986486486486486,22.33,56.35,34.02
25,HOUSEHOLD_1_002,TX,6.96999979019165,1.2017543859649122,0.5723309812744423,7,0,2.484999895095825,100,6.96999979019165,8.412280701754385,20.9,58.63,37.730000000000004
26,HOUSEHOLD_1_002,TX,7.159999847412109,1.1111111111111112,1.0086249944870995,7,0,2.484999895095825,100,7.159999847412109,7.777777777777779,19.33,55.69,36.36
27,HOUSEHOLD_1_002,WI,5.96999979019165,1.7504643962848296,2.210166003986497,7,0,2.984999895095825,100,5.96999979019165,12.253250773993807,36.58,73.15,36.57000000000001
28,HOUSEHOLD_1_002,WI,6.269999980926514,1.2727272727272727,0.0,7,0,2.984999895095825,100,6.269999980926514,8.909090909090908,26.59,55.86,29.27
29,HOUSEHOLD_1_002,WI,6.96999979019165,1.3290322580645162,0.0,7,0,2.984999895095825,100,6.96999979019165,9.303225806451614,27.77,64.84,37.07000000000001
30,HOUSEHOLD_1_002,WI,7.320000171661377,1.2857142857142858,1.1741042080791786,7,0,2.984999895095825,100,7.320000171661377,9.0,26.86,65.88,39.019999999999996
31,HOUSEHOLD_1_004,CA,2.359999895095825,4.817895400126024,88.1246624678311,7,10,1.1799999475479126,100,2.123999905586243,100.0,118.0,212.4,94.4
32,HOUSEHOLD_1_004,CA,2.369999885559082,3.5120113047574186,1.3056071029376035,7,0,1.1799999475479126,100,2.369999885559082,24.58407913330193,29.01,58.26,29.249999999999996
33,HOUSEHOLD_1_004,TX,1.8700000047683716,2.4672544080604535,0.6921673406750022,7,0,0.9350000023841858,100,1.8700000047683716,17.270780856423173,16.15,32.3,16.15
34,HOUSEHOLD_1_004,TX,1.8799999952316284,2.776315789473684,0.6557483045355043,7,0,0.9350000023841858,100,1.8799999952316284,19.434210526315788,18.17,36.54,18.369999999999997
35,HOUSEHOLD_1_004,TX,2.359999895095825,2.157232704402516,0.8733669966793507,7,0,0.9350000023841858,100,2.359999895095825,15.100628930817612,14.12,35.64,21.520000000000003
36,HOUSEHOLD_1_004,WI,2.359999895095825,3.7067603160667253,82.35355102705192,7,10,1.1799999475479126,100,2.123999905586243,100.0,118.0,212.4,94.4
37,HOUSEHOLD_1_004,WI,2.369999885559082,2.7508771929824563,0.03720735749809662,7,0,1.1799999475479126,100,2.369999885559082,19.256140350877192,22.72,45.64,22.92
38,HOUSEHOLD_1_005,CA,4.880000114440918,1.5,0.0,7,0,2.440000057220459,100,4.880000114440918,10.5,25.62,51.24,25.62
39,HOUSEHOLD_1_005,CA,7.96999979019165,1.0,0.5264294095495112,7,0,2.440000057220459,100,7.96999979019165,7.0,17.08,55.79,38.71
