,item_id,dept_id,cat_id,state_id,price,year,sale_perday,price_change,sale_change,elasticity,level,revenue,LB_price,UB_price,opti_price,optimized_units,optimized_revenue
1,FOODS_1_001,FOODS_1,FOODS,CA,1.75,2011,1.0,-0.125,-0.5618060695780903,-4.4944485566247225,Elastic Demand,1.75,0.875,2.625,1.0696846135623417,2.7472242894996137,2.938663552482473
3,FOODS_1_001,FOODS_1,FOODS,CA,2.240000009536743,2012,2.0299625468164795,0.12000000476837158,-0.10636644811562734,-0.8863870324083717,Inelastic Demand,4.547116124228145,1.1200000047683716,3.3600000143051147,2.3835564370527287,1.914647483725935,4.563670334521762
5,FOODS_1_001,FOODS_1,FOODS,CA,2.0,2013,2.25,-0.1071428609441738,0.1762790697674419,-1.6452712594569519,Elastic Demand,4.5,1.0,3.0,1.6078025150062107,2.9759301563530283,4.784707989867225
7,FOODS_1_001,FOODS_1,FOODS,CA,2.0,2014,1.5,-0.1071428609441738,-0.27782805429864244,-2.5930617481215403,Elastic Demand,3.0,1.0,3.0,1.3856444989925827,2.694796312057784,3.7340296857083675
12,FOODS_1_001,FOODS_1,FOODS,TX,1.190000057220459,2012,5.0,-0.4049999713897705,1.8571428571428572,-4.58553824280533,Elastic Demand,5.950000286102295,0.5950000286102295,1.7850000858306885,0.724755790704016,13.963845688126018,10.120378022966635
13,FOODS_1_001,FOODS_1,FOODS,TX,1.0,2012,7.0,-0.1596639059532916,0.3999999999999999,-2.505262523873221,Elastic Demand,7.0,0.5,1.5,0.6995798773217203,12.268418923343027,8.582739005323788
14,FOODS_1_001,FOODS_1,FOODS,TX,2.240000009536743,2012,1.7891156462585034,1.2400000095367432,-0.7444120505344995,-0.600332294201036,Inelastic Demand,4.007619064681384,1.1200000047683716,3.3600000143051147,2.985633534265775,1.4315897317445052,4.27420231040694
15,FOODS_1_001,FOODS_1,FOODS,TX,1.9900000095367432,2012,1.0,-0.11160714238197833,-0.44106463878326996,-3.951939180323378,Elastic Demand,1.9900000095367432,0.9950000047683716,2.9850000143051147,1.2467751295868672,2.4759696024065887,3.0869773218936185
18,FOODS_1_001,FOODS_1,FOODS,TX,0.9900000095367432,2014,2.0,-0.5580357119098913,0.24888888888888894,-0.44600889078776057,Inelastic Demand,1.9800000190734863,0.4950000047683716,1.4850000143051147,1.4850000143051147,1.5539911092122394,2.3076768194101964
19,FOODS_1_001,FOODS_1,FOODS,TX,2.0,2014,1.0,1.020202000741265,-0.5,-0.4900990192498218,Inelastic Demand,2.0,1.0,3.0,3.0,0.7549504903750891,2.2648514711252674
23,FOODS_1_001,FOODS_1,FOODS,WI,1.75,2011,4.0,-0.125,1.4310077519379845,-11.448062015503876,Elastic Demand,7.0,0.875,2.625,0.9514321489524159,24.896124074012356,23.68697282832355
25,FOODS_1_001,FOODS_1,FOODS,WI,2.240000009536743,2012,1.5389610389610389,0.12000000476837158,-0.020345343144440364,-0.1695445194665758,Inelastic Demand,3.447272741949403,1.1200000047683716,3.3600000143051147,3.3600000143051147,1.408499834046823,4.732559462546077
27,FOODS_1_001,FOODS_1,FOODS,WI,2.0,2013,4.0,-0.1071428609441738,1.6869565217391305,-15.744926977618322,Elastic Demand,8.0,1.0,3.0,1.0635125150561608,33.48985413178837,35.61687899656221
32,FOODS_1_002,FOODS_1,FOODS,CA,8.880000114440918,2011,1.4534883720930232,0.12690355145647736,0.002637812230835479,-0.020785960680857217,Inelastic Demand,12.90697691052459,4.440000057220459,13.320000171661377,13.320000171661377,1.4383822960168189,19.159252429858714
36,FOODS_1_002,FOODS_1,FOODS,CA,9.479999542236328,2014,1.2916666666666667,0.06756750225933827,-0.07277671145233522,-1.077096370574761,Elastic Demand,12.244999408721924,4.739999771118164,14.219999313354492,9.140719353116928,1.3414581655089086,12.261892614864013
40,FOODS_1_002,FOODS_1,FOODS,TX,8.880000114440918,2011,1.346938775510204,0.12690355145647736,-0.039682539682539764,-0.3126984172397195,Inelastic Demand,11.960816480675522,4.440000057220459,13.320000171661377,13.320000171661377,1.1363459638997808,15.136128434211793
41,FOODS_1_002,FOODS_1,FOODS,TX,7.659999847412109,2011,1.0,-0.13738741568762014,-0.25757575757575757,-1.8748133246891512,Elastic Demand,7.659999847412109,3.8299999237060547,11.489999771118164,5.872870024998676,1.4374066410904724,8.441702376194266
45,FOODS_1_002,FOODS_1,FOODS,TX,9.479999542236328,2014,1.135135135135135,0.06756750225933827,-0.14987714987714984,-2.2181839621936867,Elastic Demand,10.761080561457453,4.739999771118164,14.219999313354492,6.876882598457946,1.8265369097941915,12.560879890404825
49,FOODS_1_002,FOODS_1,FOODS,WI,8.880000114440918,2011,1.3780487804878048,0.12690355145647736,-0.015679442508710784,-0.1235540087630107,Inelastic Demand,12.237073328436875,4.440000057220459,13.320000171661377,13.320000171661377,1.2929170549376816,17.221655393713842
50,FOODS_1_002,FOODS_1,FOODS,WI,8.279999732971191,2011,1.1136363636363635,-0.06756760965509312,-0.19187449718423166,-2.839740789465216,Elastic Demand,9.220908793536099,4.139999866485596,12.419999599456787,5.597879332521759,2.1380374958915276,11.968475910407758
54,FOODS_1_002,FOODS_1,FOODS,WI,9.479999542236328,2014,1.4782608695652173,0.06756750225933827,0.034386292108637306,-0.5089176151081549,Inelastic Demand,14.013912366784137,4.739999771118164,14.219999313354492,14.053887877680454,1.1152866286060557,15.674113229905748
61,FOODS_1_003,FOODS_1,FOODS,CA,3.2300000190734863,2014,1.0,0.12152773983500764,-0.4858420268256334,-3.9977870689049078,Elastic Demand,3.2300000190734863,1.6150000095367432,4.8450000286102295,2.018973495318776,2.498893544327652,5.045199833620725
66,FOODS_1_003,FOODS_1,FOODS,TX,2.5,2012,2.0,-0.13194447893787176,0.2495378927911276,-1.8912340614769234,Elastic Demand,5.0,1.25,3.75,1.9109441009016164,2.8912340643910213,5.524986679673826
70,FOODS_1_003,FOODS_1,FOODS,TX,2.880000114440918,2015,1.0,-0.10835910296154261,-0.24907063197026025,-2.298566757779982,Elastic Demand,2.880000114440918,1.440000057220459,4.320000171661377,2.0664774472106355,1.6492833629484198,3.4082068735926225
